Geneid	F1_1	F1_2	F1_3	ND_1	ND_2	ND_3
lncRNA:CR43285	0	0	0	1	0	0
lncRNA:CR44324	0	0	0	0	0	0
lncRNA:CR44323	0	0	0	0	0	0
lncRNA:CR44322	7	9	5	2	6	6
lncRNA:CR44350	0	0	0	0	0	0
asRNA:CR45648	0	0	0	0	0	0
lncRNA:CR45647	2	2	2	5	2	5
lncRNA:CR45646	4	1	3	2	3	3
lncRNA:CR45224	2	1	5	0	2	2
asRNA:CR45046	10	7	10	14	10	5
lncRNA:CR45645	0	0	0	0	1	1
lncRNA:CR45644	0	2	0	0	1	0
lncRNA:CR45632	1	4	1	0	0	2
lncRNA:CRG	0	0	0	0	0	0
lncRNA:CR44096	1	1	6	2	2	0
lncRNA:CR44032	0	0	0	0	0	0
lncRNA:CR44265	2	1	2	1	1	2
lncRNA:CR44178	10	24	16	13	11	15
lncRNA:CR44947	0	0	0	1	1	0
asRNA:CR45024	14	17	18	5	10	6
lncRNA:CR44401	0	0	0	0	0	0
lncRNA:CR44400	0	0	0	0	0	0
lncRNA:CR45023	0	0	0	0	0	0
lncRNA:CR45048	34	36	27	31	32	42
lncRNA:CR45047	2	2	0	0	0	3
lncRNA:CR44175	0	0	0	0	0	0
lncRNA:CR45222	3	0	0	7	1	3
lncRNA:CR44173	0	0	0	0	0	0
lncRNA:CR45633	1	0	0	0	0	0
lncRNA:CR44349	0	0	0	0	0	0
asRNA:CR45028	5	6	2	5	6	3
lncRNA:CR43196	5	6	5	10	2	4
lncRNA:CR44946	44	51	62	50	46	45
lncRNA:CR44256	0	1	0	0	0	0
lncRNA:CR45634	0	0	0	0	0	0
lncRNA:CR44258	0	0	0	0	0	0
asRNA:CR45104	0	0	1	0	0	0
asRNA:CR45213	0	1	0	0	0	0
lncRNA:CR45103	0	0	0	0	0	0
lncRNA:CR45221	0	1	0	0	0	0
lncRNA:CR45045	1034	1254	1777	95	115	250
lncRNA:CR45592	0	0	0	0	0	0
lncRNA:iab4	0	0	0	0	0	0
lncRNA:TS16	0	0	0	0	0	0
lncRNA:CR45750	0	0	0	0	0	0
lncRNA:CR44945	0	0	0	0	0	0
lncRNA:CR45631	0	1	0	0	0	1
lncRNA:CR45630	1	0	0	0	0	0
lncRNA:CR45193	1	0	0	1	1	1
lncRNA:CR45643	0	1	1	1	0	0
lncRNA:CR45641	0	1	5	3	4	0
lncRNA:CR45642	1	2	1	2	0	0
lncRNA:CR45637	1	0	0	0	0	0
lncRNA:CR45638	0	0	0	0	0	0
lncRNA:CR45640	0	0	0	0	0	0
lncRNA:CR45639	1	2	0	3	0	0
lncRNA:CR45212	2	2	0	1	2	0
lncRNA:CR45211	0	0	1	0	0	0
lncRNA:CR45207	1	0	0	1	0	0
asRNA:CR45206	0	0	0	0	0	1
lncRNA:CR45636	0	0	0	0	0	0
lncRNA:CR45635	0	2	0	0	0	0
asRNA:CR45600	846	682	686	858	754	921
lncRNA:CR44944	0	0	0	0	0	0
lncRNA:CR45599	0	0	0	0	0	1
lncRNA:CR45598	0	0	0	0	1	0
lncRNA:CR44943	0	0	0	1	0	0
lncRNA:CR45596	0	0	1	0	0	1
lncRNA:CR45590	0	0	0	0	0	0
lncRNA:CR45594	0	0	0	0	0	0
lncRNA:CR45680	0	2	6	6	1	5
lncRNA:CR45589	0	0	0	0	0	0
lncRNA:CR45679	9	6	5	6	8	6
lncRNA:CR45591	0	3	2	0	0	1
lncRNA:CR45109	0	0	0	0	0	0
lncRNA:CR44967	0	0	0	0	0	0
lncRNA:CR45587	0	0	1	0	1	0
lncRNA:CR45586	0	0	0	0	0	0
lncRNA:CR44942	0	0	0	0	0	0
lncRNA:CR44941	1	0	0	0	0	0
lncRNA:CR45583	0	0	1	0	0	0
lncRNA:CR45584	0	0	0	0	0	0
lncRNA:CR45582	4	3	6	9	7	10
lncRNA:CR45595	1	1	3	3	1	1
asRNA:CR45056	2	1	3	2	4	2
lncRNA:CR45581	1	0	2	1	2	0
lncRNA:CR45055	1	0	0	0	0	0
lncRNA:cherub	16	17	18	11	11	13
lncRNA:CR45579	0	0	0	0	0	0
lncRNA:CR44940	0	0	0	0	0	0
lncRNA:CR45561	1	0	0	0	0	0
lncRNA:CR45578	1	1	2	2	0	0
lncRNA:CR45577	17	15	13	21	19	18
asRNA:CR45195	0	0	1	0	0	0
asRNA:CR45016	0	0	0	0	0	0
asRNA:CR45015	0	0	0	0	0	0
lncRNA:CR45576	0	0	0	0	0	0
lncRNA:CR44955	0	1	0	1	1	0
lncRNA:CR44939	1	0	0	0	2	1
lncRNA:CR44938	7	13	8	8	5	11
lncRNA:CR45054	19	17	11	14	18	14
asRNA:CR45205	1	0	0	0	0	0
lncRNA:CR45029	1	0	0	0	0	1
asRNA:CR45053	12	14	9	20	18	19
lncRNA:CR45203	0	0	0	1	1	2
lncRNA:CR45196	3	4	3	0	3	1
lncRNA:CR43130	4	4	6	3	4	5
lncRNA:CR44937	0	0	0	0	0	0
asRNA:CR44291	17	22	25	21	29	21
lncRNA:CR45574	1	0	0	1	0	0
lncRNA:CR45575	1	0	0	0	1	1
lncRNA:CR45215	3	5	3	6	3	6
lncRNA:CR44318	1	2	2	3	3	0
asRNA:CR45549	2	5	3	7	5	6
lncRNA:CR45550	0	0	0	0	0	0
lncRNA:CR45560	0	0	0	0	0	0
asRNA:CR45210	35	19	15	29	28	33
lncRNA:CR45551	1	0	1	1	1	1
lncRNA:CR44337	0	0	0	0	0	0
lncRNA:CR45386	0	0	0	1	2	0
lncRNA:CR44331	8	6	6	5	10	14
lncRNA:TS14	0	0	0	0	0	0
lncRNA:CR44675	0	0	0	0	0	0
lncRNA:CR44334	2	1	2	1	2	3
lncRNA:CR45689	0	0	0	0	0	0
lncRNA:CR44330	5	7	2	1	3	6
lncRNA:CR44333	0	0	0	0	0	0
lncRNA:CR44936	0	0	0	0	0	2
lncRNA:CR44338	0	0	0	1	0	1
lncRNA:CR45387	0	0	1	1	1	0
lncRNA:CR44935	0	0	0	0	0	0
asRNA:CR42738	0	0	0	0	0	0
lncRNA:CR44674	0	0	0	0	0	0
lncRNA:CR44260	0	1	0	0	0	0
lncRNA:CR44933	0	0	0	1	1	0
lncRNA:CR44332	0	0	0	0	0	1
lncRNA:CR43252	0	0	0	0	0	1
lncRNA:CR45390	0	2	1	1	0	3
lncRNA:CR44934	0	0	0	0	0	0
lncRNA:CR44932	2	0	0	1	0	0
lncRNA:CR45559	18	22	17	18	23	23
lncRNA:CR45389	0	0	0	0	0	0
lncRNA:CR44931	0	0	0	0	0	0
lncRNA:CR45435	30	32	32	24	24	19
lncRNA:CR44930	0	0	0	0	0	0
lncRNA:CR44673	1	0	1	1	0	3
lncRNA:CR45593	4	1	1	0	1	2
lncRNA:CR44672	0	0	0	0	0	0
lncRNA:CR44671	1	2	1	0	1	0
lncRNA:CR44929	2	1	0	1	1	1
lncRNA:CR44670	1	0	1	3	1	0
lncRNA:CR43280	0	1	0	1	0	0
lncRNA:CR44921	0	0	0	0	0	0
lncRNA:CR45234	0	0	0	0	0	0
lncRNA:CR44669	0	0	1	0	0	0
lncRNA:CR44928	0	0	0	0	0	0
lncRNA:CR44927	0	0	0	0	0	0
lncRNA:CR43253	10	13	18	20	20	23
lncRNA:CR44926	0	3	0	1	0	1
lncRNA:CR45392	1	2	0	3	0	2
lncRNA:CR44925	0	0	0	0	0	0
lncRNA:CR45393	2	0	0	0	0	0
asRNA:CR45192	1	2	1	1	1	2
asRNA:CR45175	4	2	1	2	4	3
lncRNA:CR44668	0	0	0	0	0	0
lncRNA:CR44924	0	0	0	0	0	0
lncRNA:CR44567	8	3	4	2	4	2
asRNA:ASTR	20	27	21	21	13	25
lncRNA:CR44566	110	128	155	101	126	150
lncRNA:CR45588	8	5	12	13	13	9
lncRNA:CR45165	0	0	0	0	0	0
lncRNA:CR45585	1	1	1	1	1	2
lncRNA:CR44565	0	2	1	1	0	0
lncRNA:CR45188	2	0	1	3	2	3
lncRNA:CR45580	0	0	0	0	0	0
lncRNA:CR45688	0	0	0	0	2	0
lncRNA:CR44923	4	4	2	4	2	3
lncRNA:CR44564	4	4	3	0	3	5
lncRNA:CR45673	9	11	3	5	7	11
lncRNA:CR44563	1	1	0	0	0	1
lncRNA:CR44317	86	118	137	91	119	141
lncRNA:CR45436	3	2	0	1	2	3
lncRNA:CR43250	0	0	0	0	0	1
lncRNA:CR45558	32	22	20	15	16	24
lncRNA:CR45756	0	0	0	0	0	1
asRNA:CR43629	62	78	56	64	76	68
lncRNA:CR45179	3	4	4	5	3	1
lncRNA:CR45187	11	9	21	7	13	12
lncRNA:CR45241	5	10	2	7	3	6
lncRNA:CR45664	0	0	0	0	0	1
lncRNA:CR44922	3051	2792	3344	2964	3288	3104
lncRNA:CR45597	51	45	19	43	45	49
lncRNA:CR45159	0	0	0	0	0	0
asRNA:CR45663	1	0	2	1	0	1
lncRNA:CR45736	2	2	0	1	0	0
asRNA:CR43891	0	0	0	0	0	0
lncRNA:CR45174	4	5	2	2	6	3
lncRNA:CR45437	0	0	0	0	0	0
lncRNA:CR45735	0	1	0	1	0	0
asRNA:CR45164	3	6	1	0	1	5
lncRNA:CR45755	0	0	0	0	1	0
lncRNA:CR45758	2	5	1	3	5	7
lncRNA:CR45754	0	1	0	1	0	2
lncRNA:CR45661	0	0	0	1	0	0
lncRNA:CR43949	0	0	0	0	0	0
lncRNA:CR44689	0	0	0	1	0	0
lncRNA:CR43950	0	0	0	1	0	0
lncRNA:CR44688	1	0	0	0	0	0
lncRNA:CR45659	10	13	13	10	13	7
lncRNA:CR45446	0	0	0	0	0	0
lncRNA:CR45240	1	1	2	1	0	2
lncRNA:CR45394	1	0	0	0	0	0
asRNA:CR45163	0	0	0	0	0	0
lncRNA:CR45395	0	0	0	1	0	0
lncRNA:CR45381	2	3	1	5	1	5
lncRNA:CR43247	0	1	1	1	5	2
lncRNA:CR45429	1	2	0	0	0	0
lncRNA:CR44562	0	0	0	0	0	0
lncRNA:CR45431	0	0	0	0	0	0
asRNA:CR45397	0	0	0	0	0	0
lncRNA:CR45430	0	0	0	0	0	0
asRNA:CR45396	3	6	4	4	4	4
lncRNA:CR45382	10	8	11	8	10	13
lncRNA:CR45398	1	0	0	1	1	1
lncRNA:CR45237	0	3	1	1	2	1
lncRNA:CR44702	29	31	55	38	37	25
lncRNA:CR45035	0	0	0	0	0	0
asRNA:CR44843	4	8	3	4	1	7
lncRNA:CR45233	3	5	4	5	7	4
lncRNA:CR45025	0	0	0	0	0	0
lncRNA:CR44687	0	0	0	0	0	0
lncRNA:CR44560	0	0	0	0	0	0
lncRNA:CR45757	0	0	0	0	0	0
lncRNA:CR44561	0	0	1	0	0	0
asRNA:CR43933	14	14	15	11	13	7
lncRNA:CR45399	0	0	0	0	0	0
lncRNA:CR45120	0	0	0	0	0	0
lncRNA:CR45674	11	9	12	10	15	8
lncRNA:CR45178	0	1	0	0	0	0
lncRNA:CR45432	12	10	12	7	11	4
lncRNA:CR44559	0	0	0	0	0	0
asRNA:CR45162	0	0	0	0	0	0
lncRNA:CR44558	0	0	0	0	0	1
lncRNA:CR45243	1	4	2	5	6	3
lncRNA:CR45734	9	4	9	10	12	14
lncRNA:CR44555	0	0	0	0	0	0
lncRNA:CR44557	0	0	0	0	0	0
lncRNA:CR45733	0	0	0	0	0	0
lncRNA:CR45254	1	0	0	1	0	0
lncRNA:CR45383	0	0	0	0	0	0
lncRNA:CR45255	0	0	0	0	0	0
lncRNA:CR44686	0	0	0	0	0	0
lncRNA:CR45253	0	0	0	0	1	0
asRNA:CR45384	0	2	0	1	5	1
lncRNA:CR44685	0	0	0	0	0	0
lncRNA:CR45753	0	0	0	0	0	0
lncRNA:CR44682	0	0	0	0	0	1
lncRNA:CR45752	0	0	0	0	0	0
lncRNA:CR44681	0	0	0	0	0	0
lncRNA:CR43146	2	2	0	1	0	1
lncRNA:CR44680	0	0	0	0	0	0
lncRNA:CR44683	1	0	1	2	0	0
lncRNA:CR45098	0	0	0	0	0	0
lncRNA:CR43914	0	0	0	0	0	0
lncRNA:CR44684	0	0	0	0	0	0
lncRNA:CR45097	0	0	0	0	0	1
lncRNA:CR45176	2	2	1	0	1	3
lncRNA:CR45096	1	0	0	0	0	0
lncRNA:CR45677	3	4	4	2	4	11
lncRNA:CR44554	0	0	0	0	0	0
lncRNA:CR43890	1	0	3	0	1	3
lncRNA:CR45749	0	0	0	0	0	0
asRNA:CR43876	1	0	0	0	0	1
lncRNA:CR45157	2	1	3	3	4	0
lncRNA:CR44679	1	2	0	1	2	0
lncRNA:CR45172	2	0	0	2	2	2
asRNA:CR45161	1	1	1	1	0	0
asRNA:CR45445	0	0	1	0	0	0
lncRNA:CR45748	0	0	0	0	0	0
lncRNA:CR45678	0	0	0	0	0	0
lncRNA:CR45433	0	1	0	0	0	1
lncRNA:CR44552	1	0	0	2	0	1
lncRNA:CR44553	0	1	0	2	0	0
lncRNA:CR43991	0	0	0	0	0	0
lncRNA:CR44678	0	0	0	0	0	0
lncRNA:CR32111	118	110	144	137	124	159
lncRNA:CR45746	4	1	1	2	1	2
lncRNA:CR44676	2	2	0	3	0	1
lncRNA:CR45158	1	0	0	0	0	1
lncRNA:CR44677	1	0	0	0	0	0
lncRNA:CR45168	0	0	0	0	0	1
lncRNA:CR45671	0	0	0	0	0	0
lncRNA:CR45731	6	1	0	1	0	1
asRNA:CR45682	9	5	5	13	7	8
lncRNA:CR45443	0	0	0	0	0	0
lncRNA:CR45681	6	9	8	9	9	4
lncRNA:CR45442	0	0	0	0	0	0
lncRNA:CR45444	5	5	3	7	1	4
lncRNA:CR45672	0	0	0	0	0	1
lncRNA:CR45434	0	0	0	0	0	0
lncRNA:CR44551	0	0	0	0	0	0
lncRNA:CR44549	0	0	0	0	0	0
lncRNA:CR45732	0	0	1	1	0	1
lncRNA:CR44550	0	0	0	0	0	0
lncRNA:CR44548	0	0	0	0	0	0
lncRNA:CR45658	0	2	0	0	0	0
lncRNA:CR44363	2	2	3	4	1	3
lncRNA:CR42755	1	0	0	0	0	1
lncRNA:CR45036	7	9	5	9	2	7
lncRNA:CR45251	23	32	47	19	26	27
lncRNA:CR45250	0	0	0	0	0	0
lncRNA:CR44723	0	1	0	0	0	0
lncRNA:CR44722	0	0	0	0	0	0
lncRNA:CR44721	0	0	0	0	0	0
lncRNA:CR44361	0	1	0	1	2	0
lncRNA:CR45404	1	0	2	3	1	0
lncRNA:CR44720	11	10	15	8	10	14
lncRNA:CR44716	0	0	0	0	0	0
lncRNA:CR44717	5	9	8	6	3	1
lncRNA:CR44715	0	0	0	0	1	0
lncRNA:CR44713	0	0	0	0	0	0
lncRNA:CR44714	0	0	0	0	0	0
lncRNA:CR44719	0	0	0	0	0	0
lncRNA:CR44718	5	5	4	5	6	14
lncRNA:CR45405	4	0	0	0	1	2
lncRNA:CR45119	2	4	2	5	3	0
lncRNA:CR44547	0	0	0	1	0	0
lncRNA:CR45745	2	2	3	5	4	5
lncRNA:CR45249	0	0	0	0	0	0
lncRNA:CR45248	0	0	0	0	0	0
asRNA:CR45171	8	7	12	11	3	5
lncRNA:CR45169	5	2	2	4	6	3
lncRNA:CR45246	1	0	0	0	0	0
lncRNA:CR45247	1	0	2	4	1	0
lncRNA:CR44347	31	22	33	24	27	25
lncRNA:CR44546	0	0	0	0	0	0
lncRNA:CR44545	1	0	0	0	0	1
lncRNA:CR44544	27	19	32	23	15	22
lncRNA:CR44543	1	0	0	0	0	0
lncRNA:CR45245	0	0	0	0	1	1
lncRNA:CR45242	33	47	22	21	35	32
lncRNA:CR44540	1	0	0	1	0	0
lncRNA:CR44539	1	0	0	0	0	1
lncRNA:CR44541	13	5	5	3	4	5
lncRNA:CR45403	1	0	0	1	0	3
lncRNA:CR44542	0	0	1	0	0	1
lncRNA:CR44538	1	1	0	2	1	0
lncRNA:CR45155	0	0	0	0	0	0
lncRNA:CR45406	1	0	1	1	0	0
lncRNA:CR45407	3	4	3	4	1	6
lncRNA:CR44348	15	9	16	21	7	15
asRNA:CR45121	10	10	5	11	10	11
lncRNA:CR45408	0	1	0	1	0	0
lncRNA:CR44527	2	1	1	0	0	0
lncRNA:CR44526	11	12	8	4	6	8
lncRNA:CR45409	184	164	192	163	170	185
lncRNA:CR44525	28	25	14	27	19	15
lncRNA:CR45410	0	0	1	0	0	0
lncRNA:CR45412	1	0	0	0	1	1
lncRNA:CR45414	7	7	7	10	10	10
lncRNA:CR45415	1	2	0	1	1	2
lncRNA:CR45416	1	0	1	1	0	3
lncRNA:CR45115	65	42	49	73	59	64
lncRNA:CR45759	14	17	10	17	11	6
lncRNA:CR45417	13	16	17	15	14	27
lncRNA:CR44523	2	3	0	0	0	2
lncRNA:CR45173	1	0	1	1	1	0
lncRNA:CR45239	4	0	6	4	4	5
lncRNA:CR45238	0	0	0	0	0	0
lncRNA:CR45418	5	1	3	1	4	4
lncRNA:CR45419	0	0	0	0	0	0
lncRNA:CR45113	0	0	0	0	0	0
lncRNA:CR45114	0	0	0	0	0	0
lncRNA:CR45420	0	0	0	0	0	0
lncRNA:CR44522	1	1	3	7	1	3
lncRNA:CR45744	0	0	0	0	1	1
lncRNA:CR44518	1	0	0	0	0	0
lncRNA:CR45421	1	0	0	0	0	0
lncRNA:CR44520	0	0	0	0	0	0
lncRNA:CR45441	0	0	0	0	0	0
lncRNA:CR45743	1	1	0	1	1	1
lncRNA:CR43952	0	0	1	1	0	0
lncRNA:CR44516	0	0	0	0	0	0
lncRNA:CR45440	2	0	1	0	0	0
lncRNA:CR44515	0	0	1	1	0	0
lncRNA:CR45439	5	0	3	2	1	2
asRNA:CR45167	1	2	6	6	1	5
asRNA:CR45026	0	0	0	0	0	0
lncRNA:CR45742	0	0	0	0	0	0
lncRNA:CR45741	0	0	0	0	0	0
lncRNA:CR44519	0	0	0	0	0	0
asRNA:CR45160	0	0	1	1	1	1
lncRNA:CR45685	1	0	1	0	1	0
lncRNA:CR44528	0	0	0	0	1	0
lncRNA:CR45740	0	1	4	1	3	4
lncRNA:CR45438	0	0	0	0	0	0
lncRNA:CR45739	0	0	0	0	0	0
lncRNA:CR44360	1	0	0	0	1	0
lncRNA:CR45156	3	3	3	2	1	4
asRNA:CR45738	0	0	0	0	0	0
lncRNA:CR44529	0	0	0	0	0	0
lncRNA:CR45670	29	36	43	39	46	36
asRNA:CR45042	0	0	0	0	0	0
lncRNA:CR45422	0	1	0	1	0	0
lncRNA:CR45379	0	0	0	0	0	1
lncRNA:CR45034	3	2	0	4	1	1
lncRNA:CR45675	0	0	0	0	0	0
lncRNA:CR45043	0	1	1	0	0	1
lncRNA:CR45737	0	1	0	1	0	0
lncRNA:CR45380	9	4	8	8	11	8
lncRNA:CR45424	0	0	0	1	0	0
lncRNA:CR44530	0	0	0	0	0	0
lncRNA:CR44531	0	1	0	0	0	0
lncRNA:CR45660	0	0	0	2	1	1
lncRNA:CR45170	8	8	15	13	11	10
lncRNA:CR45425	16	6	11	2	4	10
lncRNA:CR45426	0	1	1	0	1	0
lncRNA:CR45427	0	0	0	0	1	0
lncRNA:CR44535	0	0	0	0	0	0
lncRNA:CR44536	1	1	0	0	1	0
lncRNA:CR45687	1	1	2	2	2	6
asRNA:CR45686	4	4	2	8	6	6
asRNA:CR44351	0	0	0	0	0	0
lncRNA:CR44842	2	1	0	0	0	0
lncRNA:CR45166	8	11	8	6	10	4
lncRNA:CR45747	0	0	0	0	0	0
lncRNA:CR45184	0	1	0	0	0	0
lncRNA:CR44537	1	1	0	0	1	2
lncRNA:CR45411	0	0	0	0	0	1
lncRNA:CR44514	7	13	17	11	8	7
lncRNA:CR42719	2	7	5	8	10	10
lncRNA:CR44513	1	0	0	3	1	1
lncRNA:CR45117	0	0	0	0	0	0
lncRNA:CR45118	0	0	0	0	0	1
lncRNA:CR45378	0	0	2	0	0	0
lncRNA:CR43151	0	0	0	0	1	2
lncRNA:CR45400	1	0	1	1	1	1
lncRNA:CR45402	2	2	1	0	1	0
lncRNA:CR45401	0	0	4	1	1	0
lncRNA:CR44511	0	0	0	0	0	0
lncRNA:CR44510	0	0	0	0	0	0
lncRNA:CR45252	11	5	6	16	5	4
lncRNA:CR44830	1	2	4	0	0	0
lncRNA:CR44829	1	1	0	0	0	2
lncRNA:CR44828	4	3	3	2	1	6
lncRNA:CR44813	9	18	12	16	15	21
lncRNA:CR44811	44	52	45	47	57	56
lncRNA:CR44282	0	0	0	0	0	0
lncRNA:CR44810	0	0	0	0	1	0
lncRNA:CR44827	0	0	0	0	0	0
lncRNA:CR44826	3	5	6	9	8	7
lncRNA:CR44814	2	0	0	1	0	0
asRNA:CR45350	15	18	20	13	19	24
asRNA:CR44806	12	9	8	4	6	5
lncRNA:CR44805	0	0	0	0	1	0
asRNA:CR44807	15	22	22	21	32	20
lncRNA:CR45325	2	2	3	4	0	2
asRNA:CR45326	0	0	0	0	0	0
lncRNA:CR45153	3	1	1	0	3	1
lncRNA:CR44784	4	2	4	3	7	2
lncRNA:CR44783	0	0	0	0	0	0
lncRNA:CR44456	0	0	0	0	0	0
lncRNA:CR44455	0	0	0	0	0	0
lncRNA:CR44782	0	0	1	0	0	0
asRNA:CR45268	0	0	0	0	0	0
lncRNA:CR44781	2	2	2	3	3	4
lncRNA:CR45328	0	0	1	0	1	0
lncRNA:CR44780	0	0	0	0	0	0
asRNA:CR45152	0	0	0	0	0	0
asRNA:CR45469	6	3	10	3	4	10
lncRNA:CR44760	1	0	3	1	1	0
lncRNA:CR44764	0	2	0	1	0	0
lncRNA:CR44757	0	0	1	1	0	0
lncRNA:CR44763	1	0	0	0	0	0
lncRNA:CR45327	23	11	24	28	12	15
lncRNA:CR44762	0	0	0	0	0	0
lncRNA:CR44759	0	1	1	0	0	0
lncRNA:CR44761	8	7	3	8	11	5
lncRNA:CR42868	3	6	4	3	1	2
lncRNA:CR44756	24	17	22	24	20	33
lncRNA:CR45269	3	2	1	2	3	1
lncRNA:CR44758	0	0	0	1	0	0
lncRNA:CR44755	0	0	0	0	0	0
asRNA:CR45376	2	4	9	4	7	9
asRNA:CR45151	0	0	0	0	0	0
lncRNA:CR43405	0	0	0	0	0	0
lncRNA:CR9284	0	0	1	0	0	0
lncRNA:CR44749	17	16	19	21	18	22
lncRNA:CR44748	15	14	7	9	16	20
asRNA:CR43243	1	2	2	0	2	0
lncRNA:CR45150	0	1	0	0	0	0
lncRNA:CR44725	19	7	25	23	16	25
asRNA:CR45149	7	6	9	7	7	5
asRNA:CR44724	3	2	1	2	2	8
asRNA:CR44704	7	10	8	3	9	4
asRNA:CR44703	0	0	0	0	0	1
lncRNA:CR45148	0	0	2	2	0	0
lncRNA:CR44667	0	1	0	0	1	1
lncRNA:CR44665	0	0	0	0	0	0
lncRNA:CR44660	0	1	2	1	1	2
lncRNA:CR44659	0	0	0	0	0	0
asRNA:CR44653	0	0	0	0	0	0
lncRNA:CR44652	0	0	0	1	0	0
lncRNA:CR44651	9	15	17	14	8	11
lncRNA:CR44650	1	0	0	0	0	0
lncRNA:CR44649	2	0	0	0	1	0
lncRNA:CR44648	1	1	4	1	3	2
lncRNA:CR44647	2	3	0	1	2	0
lncRNA:CR44646	12	10	6	12	9	12
lncRNA:CR44645	111	100	111	123	90	96
lncRNA:CR44644	24	29	27	39	21	32
lncRNA:CR44643	0	0	0	0	0	0
lncRNA:CR44642	3	5	1	4	6	4
lncRNA:CR44641	0	0	0	0	0	0
lncRNA:CR44640	0	0	0	0	0	0
lncRNA:CR44639	0	0	0	0	0	0
lncRNA:CR44638	0	0	0	0	0	0
lncRNA:CR45423	0	0	0	0	0	0
lncRNA:CR45229	0	0	0	0	0	0
lncRNA:CR44636	7	4	1	3	2	7
lncRNA:CR44635	1	1	0	0	0	2
lncRNA:CR44634	5	1	6	3	3	3
lncRNA:CR44633	0	0	0	0	0	0
lncRNA:CR44632	3	4	4	2	2	3
lncRNA:CR44631	1	0	0	0	0	0
lncRNA:CR44630	0	0	0	0	0	0
lncRNA:CR44629	0	0	0	0	0	0
lncRNA:CR44628	10	20	17	13	21	16
lncRNA:CR44627	0	0	0	0	0	0
lncRNA:CR44626	0	0	0	0	0	0
lncRNA:CR44573	0	0	0	0	0	1
lncRNA:CR44572	0	0	0	0	0	0
lncRNA:CR44460	0	0	0	0	0	0
lncRNA:CR44571	0	0	0	0	0	0
lncRNA:CR44570	0	0	0	0	0	0
lncRNA:CR45231	0	0	0	1	1	0
asRNA:CR44509	0	0	0	0	1	0
lncRNA:CR44506	14	10	15	10	10	17
lncRNA:CR44505	0	0	0	0	0	0
lncRNA:CR44504	0	0	0	0	0	1
lncRNA:CR44214	0	0	0	0	0	0
lncRNA:CR44503	0	0	1	1	0	0
lncRNA:CR44474	1	0	3	0	1	0
lncRNA:CR44473	3	0	1	1	0	1
lncRNA:CR44472	1	6	3	4	3	9
lncRNA:CR44432	0	0	1	0	0	0
lncRNA:CR44468	5	13	15	7	17	15
lncRNA:CR42736	1	1	0	0	1	0
lncRNA:CR44421	0	0	0	0	0	0
lncRNA:CR44420	0	0	0	0	0	0
lncRNA:CR45311	0	0	0	0	0	0
lncRNA:CR45310	0	1	0	0	0	0
lncRNA:CR45147	0	0	0	0	0	0
lncRNA:CR45022	0	0	0	0	0	0
lncRNA:CR45314	2	0	0	0	0	0
lncRNA:CR45313	0	0	0	0	0	0
asRNA:CR45275	0	0	0	0	0	0
lncRNA:CR44419	4	0	1	2	1	2
lncRNA:CR45274	6	3	2	2	3	4
lncRNA:CR44418	0	0	0	0	0	0
lncRNA:CR44344	1	1	0	1	0	0
lncRNA:CR44417	359	339	416	360	319	336
lncRNA:CR45323	0	0	0	0	0	0
lncRNA:CR45270	9	2	3	4	3	0
lncRNA:CR44389	0	0	0	0	0	0
lncRNA:CR44387	0	0	0	0	0	0
asRNA:CR44416	0	0	0	0	0	0
asRNA:CR44386	1	0	0	0	1	0
asRNA:CR45146	4	1	3	5	4	11
lncRNA:CR45273	11	12	19	16	14	16
lncRNA:CR44404	1282	1710	2226	20	13	441
asRNA:CR45272	2	1	1	1	2	3
asRNA:CR45145	1	1	2	2	0	0
asRNA:CR45144	4	8	1	12	6	12
asRNA:CR44390	0	0	0	0	2	0
lncRNA:CR44377	0	0	0	0	0	0
lncRNA:CR44376	1	0	0	0	0	0
lncRNA:CR44467	2	2	2	2	1	6
lncRNA:CR44466	0	1	0	0	0	0
lncRNA:CR44380	5	5	11	10	8	7
lncRNA:CR44379	0	0	0	1	1	0
lncRNA:CR44465	1	1	1	1	0	0
lncRNA:CR44464	0	0	0	0	0	0
asRNA:CR44375	14	10	14	21	20	18
lncRNA:CR45317	0	0	0	0	0	0
lncRNA:CR45316	0	0	0	0	0	0
lncRNA:CR45322	0	1	0	0	0	0
asRNA:CR43730	4	3	4	3	5	5
lncRNA:CR45021	2	4	1	3	0	1
lncRNA:CR44373	0	0	0	0	0	0
asRNA:CR44372	1	1	0	0	0	1
asRNA:CR45143	1	0	0	0	1	1
lncRNA:CR45020	0	0	0	0	0	0
lncRNA:CR44459	0	0	0	0	0	0
lncRNA:CR44458	18	20	22	28	24	25
lncRNA:CR44371	0	0	0	0	0	0
lncRNA:CR44241	0	0	0	0	1	2
asRNA:CR44370	69	78	67	91	71	81
lncRNA:CR44463	0	0	0	0	0	0
lncRNA:CR44457	0	0	1	0	0	0
lncRNA:CR45256	0	0	0	0	0	0
lncRNA:CR43830	1	0	0	0	0	0
lncRNA:CR45329	3	0	1	2	0	0
lncRNA:CR44462	0	0	0	0	1	0
lncRNA:CR45277	0	0	0	0	0	0
lncRNA:CR44369	1	2	4	1	3	1
asRNA:CR44367	1	1	0	1	1	0
lncRNA:CR45032	0	0	0	0	0	0
lncRNA:CR45031	0	0	1	1	0	0
lncRNA:CR44366	44	45	56	58	64	59
